Business Name,Type of cuisine
Lola 09, Bar
Lola 09, European
Lola 09, Spanish
Babels,Steakhouse
Babels, Fast Food
Babels, Mediterranean
La Antojá,Spanish
La Antojá, Wine Bar
O Cacho do Jose,Bar
O Cacho do Jose, Mediterranean
O Cacho do Jose, European
Café de la Plaza,Mediterranean
Café de la Plaza, Spanish
La Minoterie,French
La Minoterie, Healthy
La Minoterie, Wine Bar
Viralata Bar,Italian
Viralata Bar, Caribbean
Viralata Bar, Fusion
La Quinta Del Sordo,Cafe
La Quinta Del Sordo, Mediterranean
La Quinta Del Sordo, Spanish
La Quinta Del Sordo, Bar
Sandolá,Latin
Sandolá, Venezuelan
Sandolá, Caribbean
Sandolá, International
Sandolá, Spanish
Sandolá, Fusion
Sandolá, South American
La Tinta Restaurante,Fusion
La Tinta Restaurante, Street Food
Casa Baranda,Spanish
Casa Baranda, Mediterranean
Arepa Ole Chueca,Caribbean
Arepa Ole Chueca, Latin
Arepa Ole Chueca, Fast Food
Arepa Ole Chueca, Venezuelan
Washoku,Japanese
Washoku, Sushi
Washoku, Asian
Ruda Cafe,Cafe
Arroceria Canas & Barro Madrid,Spanish
Arroceria Canas & Barro Madrid, Mediterranean
El Economato,Mediterranean
El Economato, European
El Economato, Spanish
Restoran Zampa Late Dinner,Spanish
Cerveceria Churruca,Bar
Cerveceria Churruca, Mediterranean
Cerveceria Churruca, Spanish
Santerra Neotaberna,International
Santerra Neotaberna, Mediterranean
Santerra Neotaberna, Spanish
Chef2Me,American
Chef2Me, Healthy
Chef2Me, Italian
Chef2Me, Mexican
Chef2Me, Mediterranean
Chef2Me, Spanish
El Santiamen,Mexican
El Santiamen, International
El Santiamen, Mediterranean
El Santiamen, Fusion
Al Settimo Cielo Pizza E Pasta,Italian
Al Settimo Cielo Pizza E Pasta, Pizza
Al Settimo Cielo Pizza E Pasta, European
Al Settimo Cielo Pizza E Pasta, Mediterranean
Santa Teresa Shop Paseo de la Habana,Cafe
Santa Teresa Shop Paseo de la Habana, Mediterranean
Santa Teresa Shop Paseo de la Habana, Spanish
Santa Teresa Shop Paseo de la Habana, Deli
Santa Teresa Shop Paseo de la Habana, Healthy
Alma de Pan,Cafe
Alma de Pan, Fast Food
Alma de Pan, Healthy
Pecado Carnal,American
Pecado Carnal, Steakhouse
Platina Cafe,Spanish
Platina Cafe, Mediterranean
Platina Cafe, Healthy
Tates Alonso Cano,American
Tates Alonso Cano, Spanish
Ditaly Pizza & Birra,Italian
Venta El Segoviano Madrid,Spanish
Venta El Segoviano Madrid, Gastropub
Venta El Segoviano Madrid, Bar
Venta El Segoviano Madrid, Cafe
Venta El Segoviano Madrid, Mediterranean
Venta El Segoviano Madrid, Pub
Restaurante Rayal,European
Restaurante Rayal, Spanish
Restaurante Rayal, Gastropub
Restaurante Rayal, Mediterranean
El Senor Martin,Spanish
El Senor Martin, Seafood
Bistrot Benedicte 1894,Contemporary
Hattori Hanzo,Japanese
Hattori Hanzo, Asian
Teta & Sopa,Japanese
Teta & Sopa, Sushi
Teta & Sopa, Asian
Teta & Sopa, Japanese Fusion
La Prima Lejana,Bar
La Prima Lejana, Cafe
"La Tagliatella Avda. Manoteras, Madrid",Italian
"La Tagliatella Avda. Manoteras, Madrid", Pizza
"La Tagliatella Avda. Manoteras, Madrid", Mediterranean
"La Tagliatella Avda. Manoteras, Madrid", European
Cutzamala Mex Food,Mexican
Cutzamala Mex Food, Latin
Cutzamala Mex Food, South American
Cutzamala Mex Food, Central American
Tapa Tapa Santa Ana,Bar
Tapa Tapa Santa Ana, Spanish
Aloha Poké Malasaña,Fast Food
Aloha Poké Malasaña, Asian
Aloha Poké Malasaña, Hawaiian
Aloha Poké Malasaña, International
Aloha Poké Malasaña, Healthy
El Rincon Abulense,Mediterranean
El Rincon Abulense, Spanish
Le Patron,European
Le Patron, Mediterranean
Le Patron, Spanish
Andare,Italian
Andare, Pizza
Andare, Calabrian
Andare, Apulian
Andare, Southern-Italian
Restaurante Airport Tavern,Gastropub
Le Dodo Bistro,Asian
Le Dodo Bistro, Mediterranean
Le Dodo Bistro, European
Le Dodo Bistro, Spanish
Tapassentao,Mediterranean
Tapassentao, Bar
Tapassentao, Spanish
Tapassentao, European
Bodega Santa Cecilia,Mediterranean
Espallá Grill,American
Espallá Grill, Fusion
Millennials Café,Cafe
Millennials Café, Deli
Millennials Café, Healthy
Millennials Café, Argentinean
Bar Bukavu,Spanish
Tres Bocas Santa Ana,Mediterranean
Tres Bocas Santa Ana, Spanish
Tres Bocas Santa Ana, Fusion
Tres Bocas Santa Ana, Argentinean
Just Italia,Italian
Just Italia, International
Just Italia, Mediterranean
Just Italia, Deli
Just Italia, Pizza
Bar de Fuegos,Barbecue
Bar de Fuegos, European
Bar de Fuegos, Asian
Bar de Fuegos, Argentinean
Bar de Fuegos, South American
Papúa,International
Papúa, Spanish
EL Toril Urban Gourmet,American
EL Toril Urban Gourmet, Latin
EL Toril Urban Gourmet, Barbecue
EL Toril Urban Gourmet, Spanish
Pepe Nero,International
Pepe Nero, Italian
Pepe Nero, Mediterranean
Bentleys Castellana,American
Bentleys Castellana, Grill
Taste Me Restaurante,American
Taste Me Restaurante, Spanish
Taste Me Restaurante, Mediterranean
Taste Me Restaurante, European
La Terraza del Urban,Bar
La Terraza del Urban, Spanish
La Finca de Susana,Mediterranean
La Finca de Susana, European
La Finca de Susana, Spanish
La Ciudad Invisible,Cafe
La Ciudad Invisible, European
La Ciudad Invisible, Contemporary
La Ciudad Invisible, International
Santa Gilda,Spanish
Santa Gilda, International
Santa Gilda, Mediterranean
Santa Gilda, Fusion
Restaurante Casa de Aragón,International
Restaurante Casa de Aragón, Mediterranean
Restaurante Casa de Aragón, Spanish
El Palco,Spanish
El Palco, Diner
El Palco, Mediterranean
El Palco, Pub
El Palco, Gastropub
QW Madrid,Bar
QW Madrid, Venezuelan
QW Madrid, Pub
Thai Garden by Thai Emotion,Thai
Thai Garden by Thai Emotion, Central Asian
Bar Sobrado,Spanish
Bar Sobrado, Grill
Bar Sobrado, Contemporary
Bar Sobrado, Bar
Bar Sobrado, Mediterranean
Bar Sobrado, Pub
Yatiri,Cafe
Yatiri, Spanish
La Cueva de La Tina,Mediterranean
La Cueva de La Tina, Spanish
La Cueva de La Tina, Healthy
O Boteco Brasil,Brazilian
O Boteco Brasil, Fusion
Open Burger,American
Open Burger, Latin
Open Burger, Spanish
Bahiana Club,Mediterranean
Bahiana Club, European
Bahiana Club, Spanish
Bahiana Club, International
El Chaparritos,Mexican
El Chaparritos, Latin
El Chaparritos, Spanish
El Chaparritos, South American
El Chaparritos, Central American
Zoud Speciality Cafe,Cafe
Zoud Speciality Cafe, Australian
Honest Greens Serrano,Mediterranean
Honest Greens Serrano, Healthy
"Choose, ristorante naturale",Italian
"Choose, ristorante naturale", Healthy
"Choose, ristorante naturale", Mediterranean
"Choose, ristorante naturale", Sicilian
"Choose, ristorante naturale", Southern-Italian
FRINSA LA CONSERVERA - Delistore&Tapas,Spanish
FRINSA LA CONSERVERA - Delistore&Tapas, Bar
FRINSA LA CONSERVERA - Delistore&Tapas, Mediterranean
FRINSA LA CONSERVERA - Delistore&Tapas, Deli
FRINSA LA CONSERVERA - Delistore&Tapas, Pub
FRINSA LA CONSERVERA - Delistore&Tapas, Dining bars
La Casa Del Abuelo,Seafood
La Casa Del Abuelo, Mediterranean
La Casa Del Abuelo, Spanish
Cobata Salvatelli Pizza,Pizza
Petit Appetit,French
Petit Appetit, Cafe
Petit Appetit, Mediterranean
Petit Appetit, Healthy
Petit Appetit, Soups
Solito Taqueria Mexicana,Mexican
"""Nigola",Spanish
"""Nigola", International
"""Nigola", Mediterranean
Rhino Wild bar & bistro,Italian
Rhino Wild bar & bistro, Mediterranean
Rhino Wild bar & bistro, Healthy
Rhino Wild bar & bistro, Pub
Rhino Wild bar & bistro, Fusion
Singular Urban Food,American
Singular Urban Food, Italian
Singular Urban Food, Peruvian
Singular Urban Food, Mediterranean
Singular Urban Food, South American
Meson Gregorio III,Spanish
La Taqueria de Birra (Don Pedro),Mexican
Fortuny Restaurant & Club,Mediterranean
Fortuny Restaurant & Club, Spanish
Ditaly Pizza Birra,Italian
Casa Lobo,Spanish
Casa Lobo, International
Casa Lobo, Fusion
Casa Lobo, Dining bars
Health & Go,Mediterranean
Health & Go, Healthy
La Roca Abascal,Mediterranean
La Roca Abascal, Spanish
La Roca Abascal, Fusion
La Roca Abascal, Healthy
Erre Que Erre Terraza Fuencarral,Spanish
Erre Que Erre Terraza Fuencarral, Fusion
Erre Que Erre Terraza Fuencarral, Mediterranean
Avohaus,Mediterranean
Avohaus, Healthy
Shanghai Station Chueca,Asian
Toppings and Salads,Cafe
Toppings and Salads, Healthy
Grosso Napoletano Senza Glutine,Italian
Grosso Napoletano Senza Glutine, Pizza
Grosso Napoletano Senza Glutine, Neapolitan
Grosso Napoletano Senza Glutine, Campania
Grosso Napoletano Senza Glutine, Southern-Italian
Grosso Napoletano Senza Glutine, Mediterranean
Bonbini Restaurante,Latin
Bonbini Restaurante, Venezuelan
Bonbini Restaurante, South American
Tapa Tapa Santa María Micaela,Bar
Tapa Tapa Santa María Micaela, Mediterranean
Tapa Tapa Santa María Micaela, European
Tapa Tapa Santa María Micaela, Spanish
D'Fabula,Mediterranean
D'Fabula, European
D'Fabula, Spanish
D'Fabula, Asian
D'Fabula, Deli
D'Fabula, Contemporary
El Chaflan,Mediterranean
Mama Inés,Cafe
Mama Inés, European
Taberna de la Daniela Cuchilleros,Mediterranean
Taberna de la Daniela Cuchilleros, Spanish
Tortuga Pizza,Pizza
La Nicoletta Azca,Italian
La Nicoletta Azca, Pizza
La Nicoletta Azca, Mediterranean
La Nicoletta Azca, European
Restaurante Cervecería La Rasilla,European
Restaurante Cervecería La Rasilla, Spanish
Piccolo Grande Amore,Italian
Piccolo Grande Amore, Pizza
Piccolo Grande Amore, Mediterranean
The Pavilions Madrid,Spanish
The Pavilions Madrid, Mediterranean
The Pavilions Madrid, Contemporary
The Pavilions Madrid, Fusion
El Chaparrito,Mexican
El Chaparrito, Latin
El Chaparrito, Central American
La Pirata de Malasaña,Bar
La Pirata de Malasaña, Spanish
La Pirata de Malasaña, Pub
La Pirata de Malasaña, Gastropub
Barehua,Cafe
Barehua, European
Soma de Arrando,Asian
Soma de Arrando, Korean
Chocolat's,Cafe
Chocolat's, Spanish
Cantina Singular,Mediterranean
Cantina Singular, Spanish
Cantina Singular, Dining bars
Cantina Singular, Beer restaurants
VIPS Bravo Murillo,Mediterranean
VIPS Bravo Murillo, Spanish
Corazon de Agave Mezcaloteca,Mexican
Corazon de Agave Mezcaloteca, Latin
Corazon de Agave Mezcaloteca, Bar
Graciana Empanadas Argentinas,Argentinean
La Mentirosa Pintxos Bar,Spanish
Chef Alia Pastry Shop,Cafe
Restaurante Vargas 83,French
Restaurante Vargas 83, American
Restaurante Vargas 83, Mediterranean
Restaurante Vargas 83, Spanish
Vergara 97,Mediterranean
Vergara 97, Spanish
Tacomaki Japomex,Mexican
Tacomaki Japomex, Japanese
¡Hurra!,International
¡Hurra!, Street Food
Amigos Aqui Me Quedo Yo,European
Amigos Aqui Me Quedo Yo, Contemporary
Amigos Aqui Me Quedo Yo, Mediterranean
Amigos Aqui Me Quedo Yo, Spanish
la Otra bar,Spanish
la Otra bar, Bar
la Otra bar, Cafe
la Otra bar, Mediterranean
la Otra bar, Pub
la Otra bar, Fusion
Bipolar casa de comidas 2.0,International
Bipolar casa de comidas 2.0, Mediterranean
Bipolar casa de comidas 2.0, Spanish
Bipolar casa de comidas 2.0, Central Asian
La Terraza by La Zamorana,Mediterranean
La Terraza by La Zamorana, Spanish
La Terraza by La Zamorana, Healthy
La Terraza by La Zamorana, Dining bars
La Terraza by La Zamorana, Beer restaurants
Restaurante La Rita,International
Restaurante La Rita, Mediterranean
Restaurante La Rita, European
Restaurante La Rita, Spanish
La Esquina del 98,Spanish
LA PRODIGA,Argentinean
LA PRODIGA, South American
Nanai,Mediterranean
Nanai, European
Nanai, Spanish
Fabula Green Canal,Spanish
Believe Life&Food Madrid,Spanish
Believe Life&Food Madrid, International
Believe Life&Food Madrid, Mediterranean
Believe Life&Food Madrid, Contemporary
Believe Life&Food Madrid, Healthy
Julieta Lemon,Mexican
Julieta Lemon, Fast Food
Julieta Lemon, Mediterranean
Julieta Lemon, Healthy
Medio Kilo,Steakhouse
Medio Kilo, Argentinean
Pomme Sucre Fuencarral,French
"Sí, quiero! Taberna",Spanish
Quinteria El Bombín,Spanish
Quinteria El Bombín, Mediterranean
Epopolo,Mediterranean
Epopolo, Spanish
Monay Restaurante,International
Monay Restaurante, Spanish
Monay Restaurante, Fusion
La Taurina,Mediterranean
La Taurina, European
La Taurina, Spanish
Sotto Cocktail Bar,Bar
Sotto Cocktail Bar, Pub
Aire de Serrano,Mediterranean
Aire de Serrano, Polish
Aire de Serrano, International
Aire de Serrano, European
Plantate Cafe,Cafe
Plantate Cafe, Spanish
Plantate Cafe, European
Ditirambo Food N' Drinks,Italian
Ditirambo Food N' Drinks, Mediterranean
Ditirambo Food N' Drinks, Spanish
Medusa,Mediterranean
Medusa, European
Timesburg América,American
Timesburg América, Fast Food
La Alcaparra & hamburgueseria,Spanish
La Alcaparra & hamburgueseria, Fusion
La Alcaparra & hamburgueseria, Bar
La Alcaparra & hamburgueseria, Fast Food
La Alcaparra & hamburgueseria, Pub
Kuc place to be,Mediterranean
Kuc place to be, Spanish
Gourmad,Fast Food
Gourmad, Deli
Gourmad, Contemporary
Reina Deli Bar,International
Reina Deli Bar, Deli
Reina Deli Bar, Fusion
Katako Sushi Bar,Japanese
Katako Sushi Bar, Sushi
Medri Tiramisu,Italian
Medri Tiramisu, Spanish
Mercado de Prosperidad,Italian
Mercado de Prosperidad, Mexican
Mercado de Prosperidad, Mediterranean
Buteco,Fusion
Buteco, Brazilian
Buteco, Mediterranean
Buteco, Spanish
Buteco, South American
Restaurante DOCE,Mediterranean
Restaurante DOCE, Contemporary
Barinka,Peruvian
Barinka, Latin
Barinka, Spanish
Barinka, Fusion
Restaurante El Inca,Peruvian
Restaurante El Inca, Latin
La Talega Bar,Spanish
La Gabriela,Mediterranean
La Gabriela, Spanish
La Gabriela, International
El Hylogui de las Letras,Spanish
Snacks & Bread,Japanese
Snacks & Bread, Turkish
Snacks & Bread, Greek
Snacks & Bread, Fusion
Das Meigas,Bar
Das Meigas, Mediterranean
Das Meigas, Spanish
Taberna El Buo La Latina,International
Taberna El Buo La Latina, Mediterranean
Taberna El Buo La Latina, European
Taberna El Buo La Latina, Spanish
Café del Jadín,Cafe
Casa Suecia,Spanish
Casa Suecia, International
Casa Suecia, Mediterranean
Casa Suecia, European
Oh Mandril,Spanish
Oh Mandril, Brew Pub
Oh Mandril, Mediterranean
Alma Llanera,Venezuelan
Alma Llanera, Latin
Alma Llanera, Spanish
Alma Llanera, Colombian
Frida Luna Bar & Grill,Mexican
Frida Luna Bar & Grill, American
Frida Luna Bar & Grill, Bar
Frida Luna Bar & Grill, Barbecue
Frida Luna Bar & Grill, Pub
Frida Luna Bar & Grill, Dining bars
El Economato Las Letras,Spanish
El Economato Las Letras, Mediterranean
Akma B o B,Korean
Akma B o B, Contemporary
Akma B o B, Fusion
Akma B o B, Japanese
Akma B o B, Asian
Bombilla Gastrobar Santa Engracia,Mediterranean
Bombilla Gastrobar Santa Engracia, Spanish
Kalla Beer Factory,American
Kalla Beer Factory, Bar
El 2D,Bar
Delisko,Fast Food
Delisko, European
Nipponsei Sushi & Club Experience,Japanese
Nipponsei Sushi & Club Experience, Sushi
Nipponsei Sushi & Club Experience, Asian
The Place to be,Mediterranean
The Place to be, Contemporary
The Place to be, Fusion
The Irish,Spanish
The Irish, Irish
Mafrens Healthy Food,Spanish
Mafrens Healthy Food, Cafe
Mafrens Healthy Food, Mediterranean
Le Coq Olavide,International
Le Coq Olavide, Steakhouse
La Tita Rivera,Bar
La Tita Rivera, Mediterranean
La Tita Rivera, European
La Tita Rivera, Spanish
perretxiCo Chamberí,Mediterranean
perretxiCo Chamberí, Spanish
"La Gran ""O""",Peruvian
"La Gran ""O""", Spanish
"La Gran ""O""", South American
"La Gran ""O""", Fusion
Choibap Korean Bar,Asian
Choibap Korean Bar, Korean
Choibap Korean Bar, Spanish
La Pausa Bar,Steakhouse
La Pausa Bar, Mediterranean
La Pausa Bar, Spanish
La Pausa Bar, Healthy
La Pausa Bar, Beer restaurants
Bazaar,Spanish
Perrachica,Mediterranean
Perrachica, European
Perrachica, Spanish
Perrachica, International
La Buganvilla,Mediterranean
La Buganvilla, Spanish
Restaurante Pepío,European
Restaurante Pepío, Spanish
Restaurante Pepío, Mediterranean
La RonRonEra,Bar
La RonRonEra, Gastropub
Taberna Antonio Sánchez,Mediterranean
Taberna Antonio Sánchez, Spanish
Croquetas Ricas Prosperidad,Spanish
Alma Cafe bar bistro,Cafe
Alma Cafe bar bistro, International
Alma Cafe bar bistro, Mediterranean
Alma Cafe bar bistro, European
Alma Cafe bar bistro, Spanish
La Costanilla,Mediterranean
La Costanilla, European
La Costanilla, Spanish
La Flor de America,Eastern European
Bar Niza,Spanish
Manyoma,Peruvian
Manyoma, South American
Manyoma, Colombian
Restaurante Mexicano Tepayac Guadalupe,Mexican
Pizziosa - Capitá Vila,Pizza
Happie Happie - Dutch Snackbar & Shop,Belgian
Happie Happie - Dutch Snackbar & Shop, Dutch
Happie Happie - Dutch Snackbar & Shop, European
Happie Happie - Dutch Snackbar & Shop, Asian
Happie Happie - Dutch Snackbar & Shop, Indonesian
Boba House bubbletea & waffle,Asian
Boba House bubbletea & waffle, Taiwanese
Makaria Artisan Pasta - LAB,Italian
Makaria Artisan Pasta - LAB, Mediterranean
Makaria Artisan Pasta - LAB, Fusion
UDON Ocimax,Asian
UDON Ocimax, Thai
UDON Ocimax, Japanese Fusion
Pizzeria Toscana,Italian
Pizzeria Toscana, Bar
Pizzeria Toscana, Pizza
Pizzeria Toscana, Fast Food
Pizzeria Toscana, Mediterranean
Pizzeria Toscana, Pub
Banana Beach,Italian
Banana Beach, Cafe
Banana Beach, International
Dragon Sushi,Japanese
Dragon Sushi, Sushi
Dragon Sushi, Asian
Dragon Sushi, Bar
Dragon Sushi, Fast Food
Vadepizza Palma,Pizza
Vadepizza Palma, Italian
Vadepizza Palma, Spanish
Yam Portixol,Mexican
Yam Portixol, American
Yam Portixol, Cafe
Yam Portixol, Mediterranean
Yam Portixol, Bar
Yam Portixol, Pub
Juana Y Juan,Bar
Juana Y Juan, Cafe
Juana Y Juan, Wine Bar
Juana Y Juan, Dining bars
Juana Y Juan, Beer restaurants
Juana Y Juan, Mediterranean
Café Pino,Italian
Café Pino, Pizza
Café Pino, Cafe
Café Pino, Mediterranean
Café Pino, Healthy
Mallorcafe,Cafe
Mallorcafe, Mediterranean
Mallorcafe, Spanish
Mallorcafe, International
Mallorcafe, European
Bar Brasserie La Marine Biarritz,French
Bar Brasserie La Marine Biarritz, Healthy
Bar Brasserie La Marine Biarritz, Gastropub
Chez Scott,French
Chez Scott, International
Chez Scott, European
Chez Scott, Healthy
Txango Biarritz,French
Txango Biarritz, European
Txango Biarritz, Healthy
Txango Biarritz, Contemporary
Manatee,French
Manatee, Healthy
Manatee, Contemporary
Manatee, Gastropub
Le O2 Verdun,French
Le O2 Verdun, European
La Belloteka,French
La Belloteka, Barbecue
La Belloteka, Grill
Haragia,French
Haragia, Steakhouse
Haragia, Barbecue
Le Bistrot Gourmet,French
Le Bistrot Gourmet, European
Le Bistrot Gourmet, Healthy
Restaurant Hernani,French
Restaurant Hernani, European
Restaurant Hernani, Spanish
Restaurant Hernani, Grill
Fumoir Marin,French
Fumoir Marin, Seafood
Fumoir Marin, European
Fumoir Marin, Healthy
"""California Kitchen",Mexican
"""California Kitchen", American
"""California Kitchen", Street Food
Mamzel Marbella,Gastropub
Belgious,European
Belgious, Spanish
Skalop Son-Rapinya,Cafe
Skalop Son-Rapinya, Fast Food
Skalop Son-Rapinya, Mediterranean
Skalop Son-Rapinya, Spanish
Skalop Son-Rapinya, Diner
Skalop Son-Rapinya, Healthy
Taberna Casa Pedro Ximénez,Mediterranean
Taberna Casa Pedro Ximénez, European
Taberna Casa Pedro Ximénez, Spanish
GastroTaberna La Albahaca,Mediterranean
GastroTaberna La Albahaca, Contemporary
GastroTaberna La Albahaca, Spanish
GastroTaberna La Albahaca, Healthy
Bodegas Mezquita Ribera,Mediterranean
Bodegas Mezquita Ribera, Spanish
Bodegas Mezquita Ribera, Healthy
Taberna San Cristobal,Spanish
Taberna San Cristobal, Mediterranean
El Rincon de Carmen,Spanish
El Rincon de Carmen, Mediterranean
El Rincon de Carmen, Healthy
Bocaito Andalusi,Moroccan
Bocaito Andalusi, Middle Eastern
Bocaito Andalusi, Arabic
Bodegas Mezquita Cruz del Rastro,Mediterranean
Bodegas Mezquita Cruz del Rastro, Spanish
Bodegas Mezquita Cruz del Rastro, Healthy
Bodegas Mezquita Céspedes,Mediterranean
Bodegas Mezquita Céspedes, Spanish
Bodegas Mezquita Céspedes, Healthy
Victoria 57 Restaurante,Mediterranean
Victoria 57 Restaurante, European
Victoria 57 Restaurante, Spanish
Maridame,Mediterranean
Maridame, Healthy
Cuatromanos,Mediterranean
Cuatromanos, European
Cuatromanos, Spanish
La Fuente 12,Spanish
La Fuente 12, Mediterranean
La Fuente 12, European
La Fuente 12, International
Restaurante Qurtubah,Moroccan
Restaurante Qurtubah, Mediterranean
Restaurante Qurtubah, Middle Eastern
Restaurante Qurtubah, Arabic
Casa Rubio,Mediterranean
Casa Rubio, Spanish
Casa Rubio, Healthy
Patio Romano,Mediterranean
Patio Romano, European
Patio Romano, Spanish
Patio Romano, Healthy
Casa Pepe De La Juderia,Mediterranean
Casa Pepe De La Juderia, Spanish
Restaurante Ermita de La Candelaria,Mediterranean
Restaurante Ermita de La Candelaria, Spanish
Campos de Toro,Mediterranean
Campos de Toro, European
Campos de Toro, Spanish
Casa Mazal - Restaurante Sefardí,Mediterranean
Casa Mazal - Restaurante Sefardí, Healthy
Casa Mazal - Restaurante Sefardí, Middle Eastern
La Tranquera Restaurante,Steakhouse
La Tranquera Restaurante, Latin
La Tranquera Restaurante, European
La Tranquera Restaurante, Spanish
La Tranquera Restaurante, Argentinean
La Tranquera Restaurante, Fusion
Casa Pepe Sanchis,Mediterranean
Casa Pepe Sanchis, European
Casa Pepe Sanchis, Spanish
Casa Pepe Sanchis, Contemporary
Boxer Food Cordoba,American
Boxer Food Cordoba, Street Food
Tendillas5,Mediterranean
Tendillas5, Healthy
Tendillas5, European
Tendillas5, Spanish
Tendillas5, Diner
Elminibar,Spanish
Elminibar, Asian
Elminibar, Mediterranean
Elminibar, European
Bar Restaurante Las Cuevas,Bar
Bar Restaurante Las Cuevas, Cafe
Bar Restaurante Las Cuevas, Fast Food
Bar Restaurante Las Cuevas, Pub
Bar Restaurante Las Cuevas, Diner
Bar Restaurante Las Cuevas, Argentinean
Bar Restaurante Las Cuevas, South American
Taberna El No. 10,Mediterranean
Taberna El No. 10, Spanish
Taberna El No. 10, Healthy
Restaurante Almudaina,Mediterranean
Restaurante Almudaina, Steakhouse
Restaurante Almudaina, Contemporary
Restaurante Almudaina, Fusion
Restaurante Almudaina, Arabic
Patio de la Juderia,Mediterranean
Patio de la Juderia, European
Patio de la Juderia, Spanish
Casa Bravo Taberna Restaurante,Mediterranean
Casa Bravo Taberna Restaurante, Spanish
La Furgo,Mediterranean
La Furgo, European
La Furgo, Spanish
La Tagliatella Cordoba,Italian
La Tagliatella Cordoba, Pizza
La Tagliatella Cordoba, Mediterranean
La Tagliatella Cordoba, European
La Tagliatella Cordoba, Sicilian
La Tagliatella Cordoba, Southern-Italian
Mercado Victoria,International
Mercado Victoria, Contemporary
Mercado Victoria, Diner
La Tinaja,Mediterranean
La Tinaja, European
La Tinaja, Spanish
Doble de Cepa,Mediterranean
Doble de Cepa, European
Doble de Cepa, Spanish
Taberna Miguelito,Mediterranean
Taberna Miguelito, Spanish
Taberna Miguelito, Bar
Taberna Miguelito, Pub
Taberna Miguelito, Gastropub
Taberna Miguelito, Dining bars
Restaurante Bambú,Japanese Fusion
Restaurante Bambú, Sushi
Restaurante Bambú, Asian
Restaurante Bambú, Japanese
Horno San Luis,Mediterranean
Horno San Luis, European
Horno San Luis, Spanish
Canadian Rio,Bar
Canadian Rio, Mediterranean
Canadian Rio, European
Canadian Rio, Spanish
La Taberna del Río,Mediterranean
La Taberna del Río, European
La Taberna del Río, Spanish
La Bodega de la Flaca,Steakhouse
La Bodega de la Flaca, Seafood
La Bodega de la Flaca, Spanish
La Bodega de la Flaca, Mediterranean
Sojo Fusión,Bar
Sojo Fusión, Mediterranean
Sojo Fusión, European
Sojo Fusión, Spanish
Sojo Fusión, Healthy
Sojo Fusión, Fusion
La Siesta,Mediterranean
La Siesta, Spanish
La Siesta, Fusion
El Patio de Maria,Mediterranean
El Patio de Maria, Spanish
El Patio de Maria, Healthy
Il Piccantino,Italian
Il Piccantino, Pizza
Il Piccantino, American
Il Piccantino, Mediterranean
Bodegas Campos,Mediterranean
Bodegas Campos, Spanish
El 12 Fusion,Fusion
El 12 Fusion, Spanish
El 12 Fusion, Healthy
El 12 Fusion, Asian
Casa Antonio,Spanish
Casa Antonio, Mediterranean
Munda,Brew Pub
Munda, Bar
Munda, Pizza
Munda, International
Munda, Spanish
Munda, Dining bars
Celia Jiménez Restaurante,Spanish
Taberna La Manuela,Mediterranean
Taberna La Manuela, Spanish
Pizzeria Verde Rucola,Italian
Pizzeria Verde Rucola, Pizza
Pizzeria Verde Rucola, Fast Food
Gastrotaberna La Chiquita De Quini,Spanish
Gastrotaberna La Chiquita De Quini, Dining bars
Gastrotaberna La Chiquita De Quini, Beer restaurants
Restaurante Taberna D´Ucles,Mediterranean
Restaurante Taberna D´Ucles, Spanish
Federacion de Peñas,Mediterranean
Federacion de Peñas, European
Federacion de Peñas, Spanish
Restaurante Morena Clara,Mediterranean
Restaurante Morena Clara, Spanish
La Salmoreteca,Spanish
Taberna Casa Curro- El Salon de Curro,Spanish
Un Trocito De Cai,Bar
Un Trocito De Cai, Fast Food
Un Trocito De Cai, Spanish
Un Trocito De Cai, Dining bars
Un Trocito De Cai, Beer restaurants
Casa Cespedes Gourmet,Mediterranean
Casa Cespedes Gourmet, Spanish
Casa Cespedes Gourmet, International
Casa Cespedes Gourmet, Contemporary
Marisqueria La Gamba de Oro,Seafood
Marisqueria La Gamba de Oro, Mediterranean
Marisqueria La Gamba de Oro, Spanish
Amarre Ribera,Spanish
Amarre Ribera, Mediterranean
Amarre Ribera, European
Restaurante casa Andrés,Spanish
Restaurante Marisquería CostaLuz,Seafood
Restaurante Marisquería CostaLuz, Spanish
Restaurante Marisquería CostaLuz, Mediterranean
Cafeteria Bar Juanma,Spanish
Taberna DamaJuana,Spanish
Munda Canas,Brew Pub
Munda Canas, Cafe
Munda Canas, Mediterranean
Munda Canas, Dining bars
Munda Canas, Spanish
Taberna Restaurante El Paseo,Mediterranean
Taberna Restaurante El Paseo, Spanish
Taberna Los Palcos,Mediterranean
Taberna Los Palcos, Spanish
Gastrotaberna Gourmand,Spanish
Laorkebab,Asian
Laorkebab, Pakistani
Laorkebab, Indian
Laorkebab, Middle Eastern
Capitone Tapas bar,Bar
Capitone Tapas bar, Mediterranean
Capitone Tapas bar, European
Capitone Tapas bar, Spanish
El Numero 12 Gourmet,Bar
El Numero 12 Gourmet, Spanish
El Numero 12 Gourmet, Pub
Restaurante El Quinto,Mediterranean
Restaurante El Quinto, Spanish
Restaurante El Quinto, French
Restaurante El Quinto, European
"""Cosmopolitan Food",Spanish
"""Cosmopolitan Food", European
Restaurante El Nido,Mediterranean
Restaurante El Nido, Spanish
